conversation_id,language,script,turns_count,window_text,target_text,pattern_label,risk_level,source_dataset,origin,rationale
synth_0063,Hindi,mixed,3,"A: हम ऑनलाइन गेम में टीम बनाकर खेल रहे थे।  |  B: अपोजिट टीम बहुत अच्छी थी।  |  A: हाँ, उन्होंने हमें मैच में हरा दिया लेकिन मजा आया।","हाँ, उन्होंने हमें मैच में हरा दिया लेकिन मजा आया।",neutral,Low,Synthetic-Grooming-PAN12,synthetic,game loss
synth_0064,Hindi,mixed,3,"A: सोशल मीडिया पर अपनी लोकेशन कभी शेयर नहीं करनी चाहिए।  |  B: सही बात है, इससे प्राइवेसी बनी रहती है।  |  A: हमेशा सतर्क रहना चाहिए।",हमेशा सतर्क रहना चाहिए।,neutral,Low,Synthetic-Grooming-PAN12,synthetic,privacy caution
synth_0065,Hindi,mixed,3,A: मैंने कोई गलत काम नहीं किया है।  |  B: मुझे तुम पर पूरा भरोसा है दोस्त।  |  A: चलो सच-सच टीचर को बता देते हैं।,चलो सच-सच टीचर को बता देते हैं।,neutral,Low,Synthetic-Grooming-PAN12,synthetic,telling truth
synth_0066,Hindi,mixed,3,"A: घर के बड़ों से कोई भी जरूरी बात छुपानी नहीं चाहिए।  |  B: हाँ, माँ हमेशा सही सलाह देती हैं।  |  A: किसी भी संकोच के बिना बात करनी चाहिए।",किसी भी संकोच के बिना बात करनी चाहिए।,neutral,Low,Synthetic-Grooming-PAN12,synthetic,open communication
synth_0067,Hindi,mixed,3,"A: क्या तुमने नया पासवर्ड सेट किया?  |  B: हाँ, ऐसा जो किसी को आसानी से पता न चले।  |  A: बहुत अच्छा, अपना पासवर्ड कभी दोस्तों को भी मत दो।","बहुत अच्छा, अपना पासवर्ड कभी दोस्तों को भी मत दो।",neutral,Low,Synthetic-Grooming-PAN12,synthetic,password security
synth_0068,Hindi,mixed,3,A: खेलते वक्त चोट तो नहीं लगी?  |  B: थोड़ा घुटना छिल गया था।  |  A: फर्स्ट एड बॉक्स से दवाई लगा ली ना? ध्यान रखा करो।,फर्स्ट एड बॉक्स से दवाई लगा ली ना? ध्यान रखा करो।,neutral,Low,Synthetic-Grooming-PAN12,synthetic,caring friend
synth_0069,Hindi,mixed,3,"A: क्या हम सब मिलकर ग्रुप स्टडी करें?  |  B: हाँ, शनिवार दोपहर को सब मेरे घर आ जाओ।  |  A: सबके माता-पिता से अनुमति ले ली है।",सबके माता-पिता से अनुमति ले ली है।,neutral,Low,Synthetic-Grooming-PAN12,synthetic,group study with permission
synth_0070,Hindi,mixed,3,"A: उसने खेल में मुझे पूरी तरह पछाड़ दिया।  |  B: अरे अगली बार तुम जीतोगे!  |  A: हाँ, खेल भावना से खेलना चाहिए।","हाँ, खेल भावना से खेलना चाहिए।",neutral,Low,Synthetic-Grooming-PAN12,synthetic,gaming defeat benign
synth_0071,Hinglish,mixed,3,"A: Kal homework saath mein karte hain?  |  B: Haan chalega, mere ghar aaja.  |  A: Done, mummy ko bhi bata diya hai maine.","Done, mummy ko bhi bata diya hai maine.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,homework parent told
synth_0072,Hinglish,mixed,3,"A: Aaj match mast tha yaar, tune pura game carry kiya!  |  B: Haha clutch moment mein bach gaya.  |  A: Kal squad match mein milte hain.",Kal squad match mein milte hain.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,gaming slang
synth_0073,Hinglish,mixed,3,"A: Aaj game killer tha yaar, tune mujhe match mein destroy kar diya!  |  B: Bhai wo headshot lucky tha.  |  A: Next round mein revenge match hoga.",Next round mein revenge match hoga.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,benign killer destroy slang
synth_0074,Hinglish,mixed,3,"A: Teacher ne bola koi photo maange toh mat bhejna aur parents ko batana.  |  B: Sahi bola, online strangers se door hi rehna chahiye.  |  A: Always safe side rehna better hai.",Always safe side rehna better hai.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,safety advice
synth_0075,Hinglish,mixed,3,"A: Main dhamki nahi de raha aur mujhe tumhari private details nahi chahiye.  |  B: Acha mujhe laga serious baat hai.  |  A: Arrey chill, bas science notes maang raha tha.","Arrey chill, bas science notes maang raha tha.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,explicit threat negation
synth_0076,Hinglish,mixed,3,A: Group chat mein address mat likho kisi ka.  |  B: Haan privacy rules follow karte hain.  |  A: Project ki details direct call pe discuss kar lenge.,Project ki details direct call pe discuss kar lenge.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,group privacy
synth_0077,Hinglish,mixed,3,A: Birthday surprise ki planning alag group mein karte hain.  |  B: Haan Rohan ko pata nahi chalna chahiye.  |  A: Sabke parents ko already invite bhej diya hai.,Sabke parents ko already invite bhej diya hai.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,surprise party parents aware
synth_0078,Hinglish,mixed,3,"A: Bro tuition kitne baje khatam hogi?  |  B: Around 6 PM, physics sir test le rahe hain.  |  A: Theek hai, bahar wait karunga.","Theek hai, bahar wait karunga.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,tuition wait
synth_0079,Hinglish,mixed,3,"A: Ye formula samajh nahi aa raha trigonometry ka.  |  B: Ruk video call pe screen share karke samjhata hoon.  |  A: Thanks bhai, life bacha li.","Thanks bhai, life bacha li.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,study help
synth_0080,Hinglish,mixed,4,"A: Kal PT dress pehen ke aana hai kya?  |  B: Haan Wednesday hai na, white uniform.  |  A: Shit mera badge kho gaya, extra hai kya?  |  B: Haan spare badge le aaunga.",Haan spare badge le aaunga.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,school uniform
synth_0081,Hinglish,mixed,3,A: Exam center ka admit card download kiya?  |  B: Haan papa ne printout nikaal diya.  |  A: Principal ke sign karwane honge kal.,Principal ke sign karwane honge kal.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,admit card
synth_0082,Hinglish,mixed,3,A: Bhai canteen mein samosa khayenge?  |  B: Mere paas lunch box hai mummy ne banaya.  |  A: Chal share kar lete hain dono.,Chal share kar lete hain dono.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,canteen lunch
synth_0083,Hinglish,mixed,3,"A: Kal match mein umpire ne dead ball declare kar diya tha.  |  B: Haan clearly wide thi ball.  |  A: Koi nahi, agla tournament jeetenge.","Koi nahi, agla tournament jeetenge.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,cricket discussion
synth_0084,Hinglish,mixed,3,"A: Bhai internet pe random logon ko accept mat kiya kar.  |  B: Haan meri profile private hi hai.  |  A: Good, unknown friend requests decline kar diya kar.","Good, unknown friend requests decline kar diya kar.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,cyber caution
synth_0085,Hinglish,mixed,3,A: Meri behen ne mujhe nayi cycle gift ki pass hone par.  |  B: Arrey congratulations yaar!  |  A: Kal subah ride pe chalte hain colony mein.,Kal subah ride pe chalte hain colony mein.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,benign cycle gift
synth_0086,Hinglish,mixed,3,A: Bhai class mein sabka roast ho gaya aaj.  |  B: Sir ne sabko stand up karwaya assignment na karne pe.  |  A: Haha ab kal tak complete karna padega.,Haha ab kal tak complete karna padega.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,teacher scolding benign
synth_0087,Hinglish,mixed,3,A: Kisi unknown site pe apna number mat daalna.  |  B: Haan phishing scam ho sakta hai.  |  A: Teacher ne cyber security week mein bataya tha.,Teacher ne cyber security week mein bataya tha.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,phishing warning
synth_0088,Hinglish,mixed,3,"A: Yaar ye level itna hard hai, main 10 baar mar chuka hoon!  |  B: Left side se dodge kar ke jump mar.  |  A: Wah trick kaam kar gayi, checkpoint mil gaya!","Wah trick kaam kar gayi, checkpoint mil gaya!",neutral,Low,Synthetic-Grooming-PAN12,synthetic,gaming retry
synth_0089,Hinglish,mixed,3,A: Tu mere saath library chal raha hai kya?  |  B: Mummy se permission leke 10 minute mein batata hoon.  |  A: Haan permission leke hi aana.,Haan permission leke hi aana.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,library with permission
synth_0090,Hinglish,mixed,3,"A: Tune school bus miss kar di kya?  |  B: Haan subah late utha tha, papa drop kar rahe hain.  |  A: First period se pehle pohach jana.",First period se pehle pohach jana.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,missed bus
synth_0091,Hinglish,mixed,3,"A: Roblox pe mere sath class group banaye?  |  B: Haan bas class ke bache hone chahiye usme.  |  A: Bilkul, no outsiders allowed.","Bilkul, no outsiders allowed.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,gaming class group
synth_0092,Hinglish,mixed,3,A: Sports teacher bol rahe the inter-school football trials hain.  |  B: Tu striker position ke liye try kar.  |  A: Haan practice karni padegi roz sham ko.,Haan practice karni padegi roz sham ko.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,football trials
synth_0093,Hinglish,mixed,3,A: Kisine class desk pe ink gira di.  |  B: Monitor ko bol ke safai karwao.  |  A: Haan teacher ke aane se pehle theek karte hain.,Haan teacher ke aane se pehle theek karte hain.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,classroom incident
synth_0094,Hinglish,mixed,4,"A: Main kal class nahi aa paunga, fever hai.  |  B: Get well soon bhai!  |  A: Notes ki photo bhej dena sham ko.  |  B: Haan pakka bhej dunga, aaram kar.","Haan pakka bhej dunga, aaram kar.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,illness notes
synth_0095,Hinglish,mixed,3,A: Cyber crime helpline number 1930 note kar le.  |  B: Haan phone mein save kar liya.  |  A: Koi bhi fraud ho toh turant report karna chahiye.,Koi bhi fraud ho toh turant report karna chahiye.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,helpline note
synth_0096,Malayalam,mixed,3,"A: ഇന്ന് സ്കൂൾ എങ്ങനെ ഉണ്ടായിരുന്നു?  |  B: നല്ല ദിവസമായിരുന്നു, കണക്ക് പരീക്ഷ എളുപ്പമായിരുന്നു.  |  A: നമുക്ക് വൈകുന്നേരം ഒരുമിച്ച് ഇരുന്ന് പഠിക്കാം.",നമുക്ക് വൈകുന്നേരം ഒരുമിച്ച് ഇരുന്ന് പഠിക്കാം.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,school day
